,centre_x,centre_y,radius,rotation_(degrees),deformation,blur,white_noise,holes,additive_noise_regression,multiplicative_noise_regression,ID_image,shape,color,background_color,pixel_resolution_x,pixel_resolution_y,regression_radius,regression_radius_noise,regression_centering,regression_centering_noise,shape_noisy,color_noisy,correct_class,noisy_class,regression_area,regression_area_noise
10,49.71568862428418,25.34746253592686,9.85972826828431,0.0,56.871923622866674,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_10",3,"(33, 49, 255)","(0, 0, 0)",128,128,9.85972826828431,9.85972826828431,24.65417685455937,24.65417685455937,3,"(33, 49, 255)",False,False,2.722,272.217
11,26.645782385698624,34.518948372834416,12.834104802142727,0.0,58.67902312481242,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_11",3,"(33, 49, 255)","(0, 0, 0)",128,128,12.834104802142727,12.834104802142726,28.01932261599325,28.01932261599325,3,"(33, 49, 255)",False,False,4.083,408.325
12,62.82738031137471,35.9254556547724,16.855470378962625,0.0,46.15314021069332,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_12",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.855470378962625,16.855470378962625,19.042964164709804,19.042964164709804,3,"(33, 49, 255)",False,False,6.744,674.438
13,29.557742024934186,54.70249340448645,19.361631045563342,0.0,36.241553356512846,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_13",3,"(33, 49, 255)","(0, 0, 0)",128,128,19.361631045563342,19.361631045563342,20.97616159687898,20.97616159687898,3,"(33, 49, 255)",False,False,7.959,795.898
14,51.51262411067992,53.824005024635134,14.282970617644676,0.0,53.1173646935035,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_14",3,"(33, 49, 255)","(0, 0, 0)",128,128,14.282970617644676,14.282970617644676,4.112304235905338,4.112304235905338,3,"(33, 49, 255)",False,False,4.913,491.333
15,71.24082452215285,61.66496412075981,18.79968470533861,0.0,60.90788567136967,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_15",3,"(33, 49, 255)","(0, 0, 0)",128,128,18.79968470533861,18.79968470533861,24.23311813035012,24.23311813035012,3,"(33, 49, 255)",False,False,8.942,894.165
16,30.576416786179152,30.40544863055914,13.970832537925038,0.0,47.02149986657701,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_16",3,"(33, 49, 255)","(0, 0, 0)",128,128,13.970832537925038,13.970832537925038,27.59025241337744,27.59025241337744,3,"(33, 49, 255)",False,False,4.657,465.698
17,33.90837496314235,33.96056601615063,14.924697695805106,0.0,45.89285628190935,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_17",3,"(33, 49, 255)","(0, 0, 0)",128,128,14.924697695805106,14.924697695805104,22.72011969266637,22.72011969266637,3,"(33, 49, 255)",False,False,5.145,514.526
18,38.65067383786103,55.47439258318523,11.78255741378917,0.0,31.21338219697612,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_18",3,"(33, 49, 255)","(0, 0, 0)",128,128,11.78255741378917,11.78255741378917,12.600641987194363,12.600641987194363,3,"(33, 49, 255)",False,False,2.887,288.696
19,38.506949077588125,37.6363595715506,13.603326116293411,0.0,39.99260116469468,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_19",3,"(33, 49, 255)","(0, 0, 0)",128,128,13.603326116293411,13.603326116293411,16.880456870272823,16.880456870272823,3,"(33, 49, 255)",False,False,3.955,395.508
20,67.05757148674792,40.02959419117733,11.575569942722204,0.0,51.30368816974283,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_20",3,"(33, 49, 255)","(0, 0, 0)",128,128,11.575569942722204,11.575569942722204,19.75777662132357,19.75777662132357,3,"(33, 49, 255)",False,False,3.363,336.304
21,55.75371977930064,41.45616500378977,12.268106704878232,0.0,62.64497593279161,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_21",3,"(33, 49, 255)","(0, 0, 0)",128,128,12.268106704878232,12.268106704878232,10.300602299923147,10.300602299923147,3,"(33, 49, 255)",False,False,4.12,411.987
22,64.74647790559048,63.85333188093342,16.75859964739341,0.0,34.11276737639521,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_22",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.75859964739341,16.75859964739341,20.2329783972443,20.2329783972443,3,"(33, 49, 255)",False,False,5.627,562.744
23,55.64938761352387,67.1766974083674,12.129296429008164,0.0,31.25631867909253,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_23",3,"(33, 49, 255)","(0, 0, 0)",128,128,12.129296429008164,12.129296429008164,18.08188359287971,18.08188359287971,3,"(33, 49, 255)",False,False,3.302,330.2
24,63.41359307251148,31.37397138841941,17.386482804712973,0.0,64.33806481555601,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_24",3,"(33, 49, 255)","(0, 0, 0)",128,128,17.386482804712973,17.386482804712973,22.953287802716776,22.953287802716776,3,"(33, 49, 255)",False,False,7.794,779.419
25,50.486395979940745,33.55212890505507,17.71458533085622,0.0,57.79027242728468,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_25",3,"(33, 49, 255)","(0, 0, 0)",128,128,17.71458533085622,17.71458533085622,16.45506136740995,16.45506136740995,3,"(33, 49, 255)",False,False,8.069,806.885
26,70.87491115439173,31.070209601722745,16.136821828661855,0.0,37.81164745190404,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_26",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.136821828661855,16.136821828661855,28.179760116552764,28.179760116552767,3,"(33, 49, 255)",False,False,5.792,579.224
27,60.49613494421179,39.54060484244216,21.416698970957007,0.0,33.06737648865884,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_27",3,"(33, 49, 255)","(0, 0, 0)",128,128,21.416698970957007,21.416698970957007,14.81782021179391,14.81782021179391,3,"(33, 49, 255)",False,False,9.033,903.32
28,26.86092963153761,64.30916590742501,14.034222399580798,0.0,34.05087929623144,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_28",3,"(33, 49, 255)","(0, 0, 0)",128,128,14.034222399580798,14.034222399580798,27.20604356540782,27.20604356540782,3,"(33, 49, 255)",False,False,4.205,420.532
29,70.9247189345947,40.722623729081846,16.12037288458973,0.0,39.23157619355176,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_29",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.12037288458973,16.12037288458973,22.889158415371696,22.889158415371693,3,"(33, 49, 255)",False,False,5.853,585.327
30,72.84825500550932,55.13251015135434,13.762882782888028,0.0,36.06048947897328,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_30",3,"(33, 49, 255)","(0, 0, 0)",128,128,13.762882782888028,13.762882782888028,23.41763047899033,23.41763047899033,3,"(33, 49, 255)",False,False,4.224,422.363
31,39.11698091828332,43.692686361092754,8.855309970662143,0.0,48.516190134103205,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_31",3,"(33, 49, 255)","(0, 0, 0)",128,128,8.855309970662143,8.855309970662143,12.578644985552092,12.578644985552092,3,"(33, 49, 255)",False,False,1.88,187.988
32,43.15457644382343,54.65469979232071,13.088916035022107,0.0,44.11417463009944,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_32",3,"(33, 49, 255)","(0, 0, 0)",128,128,13.088916035022107,13.088916035022107,8.278046497821062,8.278046497821062,3,"(33, 49, 255)",False,False,4.15,415.039
33,41.458593893029104,56.644493826404585,13.157115587127658,0.0,69.0326399368803,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_33",3,"(33, 49, 255)","(0, 0, 0)",128,128,13.157115587127658,13.157115587127658,10.821502506275566,10.821502506275568,3,"(33, 49, 255)",False,False,4.907,490.723
34,63.26150528825778,51.11169176859645,10.794474264247306,0.0,44.74518128906456,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_34",3,"(33, 49, 255)","(0, 0, 0)",128,128,10.794474264247306,10.794474264247306,13.30801942810628,13.30801942810628,3,"(33, 49, 255)",False,False,2.795,279.541
35,61.83048894553804,60.5855671230047,18.51742720543763,0.0,51.19845782931491,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_35",3,"(33, 49, 255)","(0, 0, 0)",128,128,18.51742720543763,18.51742720543763,15.874970866308256,15.874970866308251,3,"(33, 49, 255)",False,False,8.282,828.247
36,29.211151621155263,49.63094019459408,13.861578614020654,0.0,37.71303307520433,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_36",3,"(33, 49, 255)","(0, 0, 0)",128,128,13.861578614020654,13.861578614020654,20.792124039129856,20.79212403912986,3,"(33, 49, 255)",False,False,4.352,435.181
37,60.68572312707655,57.56417509026496,10.38414593094263,0.0,37.48478205237088,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_37",3,"(33, 49, 255)","(0, 0, 0)",128,128,10.38414593094263,10.38414593094263,13.092036646172495,13.092036646172495,3,"(33, 49, 255)",False,False,2.35,234.985
38,27.844263788013755,55.84284895571646,16.636564647341842,0.0,34.04850144654419,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_38",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.636564647341842,16.636564647341842,22.91321738679305,22.91321738679305,3,"(33, 49, 255)",False,False,5.64,563.965
39,37.17626026208974,70.78466011751567,15.851745002196958,0.0,60.06309701743972,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_39",3,"(33, 49, 255)","(0, 0, 0)",128,128,15.851745002196958,15.851745002196958,24.42233398072971,24.422333980729707,3,"(33, 49, 255)",False,False,6.299,629.883
40,25.244516317098643,45.94726358349181,12.581632121393913,0.0,31.23142619582115,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_40",3,"(33, 49, 255)","(0, 0, 0)",128,128,12.581632121393913,12.581632121393914,25.08502830048408,25.08502830048408,3,"(33, 49, 255)",False,False,3.29,328.979
41,47.28778865999857,57.195567673440685,17.101063184287483,0.0,31.322395801275185,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_41",3,"(33, 49, 255)","(0, 0, 0)",128,128,17.101063184287483,17.101063184287483,7.689751913806905,7.689751913806905,3,"(33, 49, 255)",False,False,5.994,599.365
42,64.59457224985283,36.573260587722,16.315679777909082,0.0,37.63054347459744,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_42",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.315679777909082,16.315679777909082,19.83125992975216,19.83125992975216,3,"(33, 49, 255)",False,False,5.75,574.951
43,25.520937812295703,25.66314295131933,12.621609165327367,0.0,47.39938803998041,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_43",3,"(33, 49, 255)","(0, 0, 0)",128,128,12.621609165327367,12.621609165327367,34.5182139833076,34.5182139833076,3,"(33, 49, 255)",False,False,3.748,374.756
44,69.8673660642651,54.08766238158432,11.570604257127917,0.0,32.30509999878951,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_44",3,"(33, 49, 255)","(0, 0, 0)",128,128,11.570604257127917,11.570604257127917,20.28352085012196,20.28352085012196,3,"(33, 49, 255)",False,False,2.917,291.748
45,56.04060389443156,66.57168272032217,11.555046606207169,0.0,32.59768651984316,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_45",3,"(33, 49, 255)","(0, 0, 0)",128,128,11.555046606207169,11.555046606207169,17.638298205678634,17.638298205678634,3,"(33, 49, 255)",False,False,2.924,292.358
46,63.26639998481964,42.986651662838405,14.865458954651078,0.0,39.69446809001297,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_46",3,"(33, 49, 255)","(0, 0, 0)",128,128,14.865458954651078,14.865458954651078,15.006146189331554,15.006146189331554,3,"(33, 49, 255)",False,False,4.883,488.281
47,30.91253796978659,53.46068506907691,16.317000577967747,0.0,49.24711891608567,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_47",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.317000577967747,16.317000577967747,19.39864809470419,19.39864809470419,3,"(33, 49, 255)",False,False,6.366,636.597
48,67.08112449670756,73.74054722075718,18.45307406955213,0.0,44.51822929178508,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_48",3,"(33, 49, 255)","(0, 0, 0)",128,128,18.45307406955213,18.45307406955213,29.24685276081897,29.24685276081897,3,"(33, 49, 255)",False,False,7.898,789.795
49,30.97968248786752,67.85108180898587,15.738736142258164,0.0,53.22299968896984,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_49",3,"(33, 49, 255)","(0, 0, 0)",128,128,15.738736142258164,15.738736142258166,26.085122196636146,26.085122196636146,3,"(33, 49, 255)",False,False,5.994,599.365
50,73.81069523193281,27.0061205184711,17.09113713952379,0.0,35.54812063730181,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_50",3,"(33, 49, 255)","(0, 0, 0)",128,128,17.09113713952379,17.09113713952379,33.10087160542852,33.10087160542852,3,"(33, 49, 255)",False,False,6.207,620.728
51,36.891552836053854,71.34487494899881,19.5722310157592,0.0,67.68862022963545,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_51",3,"(33, 49, 255)","(0, 0, 0)",128,128,19.5722310157592,19.5722310157592,25.04865412828332,25.04865412828332,3,"(33, 49, 255)",False,False,10.297,1029.663
52,50.69196357399619,29.435798780600365,11.65262369298614,0.0,53.27299515518335,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_52",3,"(33, 49, 255)","(0, 0, 0)",128,128,11.65262369298614,11.65262369298614,20.57583984627833,20.57583984627833,3,"(33, 49, 255)",False,False,3.461,346.069
53,49.54984013629176,73.16330866242973,10.972211162030334,0.0,39.436613510468575,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_53",3,"(33, 49, 255)","(0, 0, 0)",128,128,10.972211162030334,10.972211162030336,23.167682492944472,23.167682492944472,3,"(33, 49, 255)",False,False,2.74,274.048
54,57.9363075982462,26.590652778426005,16.34726685122089,0.0,62.85116214231508,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_54",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.34726685122089,16.34726685122089,24.71806051522235,24.71806051522235,3,"(33, 49, 255)",False,False,7.025,702.515
55,38.52721852752617,51.27601916588017,18.69783856121599,0.0,32.07264356319029,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_55",3,"(33, 49, 255)","(0, 0, 0)",128,128,18.69783856121599,18.69783856121599,11.543523709285315,11.543523709285315,3,"(33, 49, 255)",False,False,7.129,712.891
56,65.47405017594816,51.42246703340838,12.525855293232445,0.0,62.88897537057268,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_56",3,"(33, 49, 255)","(0, 0, 0)",128,128,12.525855293232445,12.525855293232445,15.539293462345547,15.539293462345547,3,"(33, 49, 255)",False,False,4.12,411.987
57,49.85467104825053,70.64200787832613,16.131592922159918,0.0,67.06639867197161,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_57",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.131592922159918,16.131592922159918,20.64251946234021,20.64251946234021,3,"(33, 49, 255)",False,False,7.257,725.708
58,27.23198783511865,49.168338067403695,10.520428602191227,0.0,61.6225342649762,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_58",3,"(33, 49, 255)","(0, 0, 0)",128,128,10.520428602191227,10.520428602191227,22.78319642873481,22.783196428734808,3,"(33, 49, 255)",False,False,2.82,281.982
59,41.749194034227685,67.89057775837834,16.448084229575006,0.0,64.90198366006287,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_59",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.448084229575006,16.448084229575006,19.701486533086936,19.701486533086936,3,"(33, 49, 255)",False,False,7.129,712.891
60,64.95440236977014,43.968176255337326,18.250681460292697,0.0,59.20527882034637,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_60",3,"(33, 49, 255)","(0, 0, 0)",128,128,18.250681460292697,18.250681460292697,16.125044121603608,16.125044121603608,3,"(33, 49, 255)",False,False,8.13,812.988
61,25.26771311965992,74.12422527457127,15.11570501985649,0.0,53.275626919616094,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_61",3,"(33, 49, 255)","(0, 0, 0)",128,128,15.11570501985649,15.115705019856488,34.549446586446294,34.549446586446294,3,"(33, 49, 255)",False,False,5.481,548.096
62,30.55750300652373,26.296338494989115,12.495231699362703,0.0,44.31741198442715,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_62",3,"(33, 49, 255)","(0, 0, 0)",128,128,12.495231699362703,12.495231699362703,30.657368740410003,30.657368740410003,3,"(33, 49, 255)",False,False,3.625,362.549
63,51.1754719827903,59.38965716408402,20.897126344494048,0.0,57.16780681774888,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_63",3,"(33, 49, 255)","(0, 0, 0)",128,128,20.897126344494048,20.89712634449405,9.462948591287988,9.462948591287988,3,"(33, 49, 255)",False,False,10.95,1094.971
64,69.43130080041476,68.03317769999597,8.191019478014962,0.0,50.784529732173446,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_64",3,"(33, 49, 255)","(0, 0, 0)",128,128,8.191019478014962,8.191019478014962,26.509827399585827,26.50982739958583,3,"(33, 49, 255)",False,False,1.593,159.302
65,49.973115863601,25.92571043769847,17.28020805360812,0.0,48.98182204322079,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_65",3,"(33, 49, 255)","(0, 0, 0)",128,128,17.28020805360812,17.28020805360812,24.07430457326505,24.07430457326505,3,"(33, 49, 255)",False,False,6.94,693.97
66,68.09120061700733,26.7565139796378,12.263217813888105,0.0,52.8387135336565,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_66",3,"(33, 49, 255)","(0, 0, 0)",128,128,12.263217813888105,12.263217813888105,29.454221805092384,29.454221805092384,3,"(33, 49, 255)",False,False,3.833,383.301
67,54.842169581336734,61.04042433927324,15.324566442164992,0.0,44.24449357082101,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_67",3,"(33, 49, 255)","(0, 0, 0)",128,128,15.324566442164992,15.324566442164992,12.055603503999276,12.055603503999276,3,"(33, 49, 255)",False,False,5.56,556.03
68,29.548751516902747,43.816474522909786,16.84835217626798,0.0,31.279756135638443,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_68",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.84835217626798,16.84835217626798,21.36561611194986,21.36561611194986,3,"(33, 49, 255)",False,False,5.994,599.365
69,25.506394584926383,49.94056016721064,17.705519010914525,0.0,31.488874356379792,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_69",3,"(33, 49, 255)","(0, 0, 0)",128,128,17.705519010914525,17.705519010914525,24.49367753774524,24.49367753774524,3,"(33, 49, 255)",False,False,6.531,653.076
70,60.273857276157706,64.54129197050602,18.85837630381928,0.0,34.56987805308912,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_70",3,"(33, 49, 255)","(0, 0, 0)",128,128,18.85837630381928,18.85837630381928,17.804530757713376,17.804530757713376,3,"(33, 49, 255)",False,False,7.233,723.267
71,28.06917839453489,32.42307326698026,14.779752975633958,0.0,34.14576969609449,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_71",3,"(33, 49, 255)","(0, 0, 0)",128,128,14.779752975633958,14.779752975633958,28.105324934408404,28.105324934408404,3,"(33, 49, 255)",False,False,4.645,464.478
72,29.367307968148225,61.97184228029868,18.63644181850402,0.0,50.52442302283546,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_72",3,"(33, 49, 255)","(0, 0, 0)",128,128,18.63644181850402,18.63644181850402,23.85441233955653,23.85441233955653,3,"(33, 49, 255)",False,False,8.331,833.13
73,31.494589174067457,60.0084825425364,13.05205221676309,0.0,53.00591234027621,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_73",3,"(33, 49, 255)","(0, 0, 0)",128,128,13.05205221676309,13.05205221676309,21.038534945209403,21.038534945209403,3,"(33, 49, 255)",False,False,4.346,434.57
74,36.33832648997459,73.41452238317356,23.78710121428135,0.0,61.66338309403166,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_74",3,"(33, 49, 255)","(0, 0, 0)",128,128,23.78710121428135,23.78710121428135,27.108691992175974,27.108691992175974,3,"(33, 49, 255)",False,False,13.855,1385.498
75,48.51479239666466,67.64861994967268,15.359684851573656,0.0,35.89421586982576,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_75",3,"(33, 49, 255)","(0, 0, 0)",128,128,15.359684851573656,15.359684851573656,17.711003013747966,17.711003013747966,3,"(33, 49, 255)",False,False,5.2,520.02
76,67.67607047858507,69.0349218735075,16.17621989875199,0.0,67.64645172144824,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_76",3,"(33, 49, 255)","(0, 0, 0)",128,128,16.17621989875199,16.17621989875199,25.976368458551725,25.976368458551725,3,"(33, 49, 255)",False,False,7.3,729.98
77,26.424125114182708,47.53776103776062,14.116276914311326,0.0,51.27211334620964,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_77",3,"(33, 49, 255)","(0, 0, 0)",128,128,14.116276914311326,14.116276914311326,23.704102964231325,23.704102964231325,3,"(33, 49, 255)",False,False,4.791,479.126
78,66.89044948246922,69.41466122554921,17.367145580364124,0.0,36.98871891154303,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_78",3,"(33, 49, 255)","(0, 0, 0)",128,128,17.367145580364124,17.367145580364124,25.733564739901247,25.733564739901247,3,"(33, 49, 255)",False,False,6.274,627.441
79,59.0133967569676,43.63638081398464,18.221775829433707,0.0,63.872860100361,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_79",3,"(33, 49, 255)","(0, 0, 0)",128,128,18.221775829433707,18.221775829433707,11.033447794915997,11.033447794915997,3,"(33, 49, 255)",False,False,8.527,852.661
80,32.926557141222055,29.699642486595344,13.73613348348435,0.0,65.17178580310386,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_80",3,"(33, 49, 255)","(0, 0, 0)",128,128,13.73613348348435,13.73613348348435,26.52559077992421,26.525590779924208,3,"(33, 49, 255)",False,False,5.334,533.447
81,62.67054273104068,37.20789911581552,18.56099690695856,0.0,53.07002375643727,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_81",3,"(33, 49, 255)","(0, 0, 0)",128,128,18.56099690695856,18.56099690695856,18.005013138853336,18.005013138853336,3,"(33, 49, 255)",False,False,8.466,846.558
82,33.750929543345755,52.30894881230724,12.433224458482558,0.0,40.90159145703373,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_82",3,"(33, 49, 255)","(0, 0, 0)",128,128,12.433224458482558,12.433224458482558,16.412298294972853,16.412298294972853,3,"(33, 49, 255)",False,False,3.564,356.445
83,68.79835702873254,53.47545450227737,14.776033541570028,0.0,31.104882707663712,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_83",3,"(33, 49, 255)","(0, 0, 0)",128,128,14.776033541570028,14.776033541570028,19.116929956902027,19.116929956902027,3,"(33, 49, 255)",False,False,4.584,458.374
84,59.28120056255732,35.89591906012144,18.28186164198728,0.0,41.029144706014094,0.0,4.0,0.0,0.0,0.0,"ID_3_(33, 49, 255)_84",3,"(33, 49, 255)","(0, 0, 0)",128,128,18.28186164198728,18.28186164198728,16.883891229247478,16.883891229247478,3,"(33, 49, 255)",False,False,7.068,706.787
