centre_x,centre_y,radius,rotation_(degrees),deformation,blur,white_noise,holes,additive_noise_regression,multiplicative_noise_regression,ID_image,shape,color,background_color,pixel_resolution_x,pixel_resolution_y,mark_first_vertex,regression_radius,regression_radius_noise,regression_centering,regression_centering_noise,shape_noisy,color_noisy,correct_class,noisy_class
30.19281672592392,36.400469092804876,16.59009980904587,248.89656513135662,43.39155796174879,0.0,14.564857333021557,0.0,0.0,0.0,"ID_6_(255, 6, 5)_10",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,16.59009980904587,16.59009980904587,24.02648018642337,24.02648018642337,6,"(255, 6, 5)",False,False
38.58028828292913,66.76836884288127,14.319728901858795,182.9111240746124,19.216921606473406,0.0,7.320224402581195,0.0,0.0,0.0,"ID_6_(255, 6, 5)_11",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,14.319728901858795,14.319728901858795,20.287631930610264,20.287631930610264,6,"(255, 6, 5)",False,False
61.287117717351144,37.595768020616134,14.833579271277165,100.34978281559772,29.79019044250586,0.0,12.188766984302823,0.0,0.0,0.0,"ID_6_(255, 6, 5)_12",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,14.833579271277165,14.833579271277165,16.77092714681307,16.77092714681307,6,"(255, 6, 5)",False,False
36.656625684154186,64.00974926557114,16.759837747917878,6.297696488047881,40.71430486528869,0.0,5.3046827659626805,0.0,0.0,0.0,"ID_6_(255, 6, 5)_13",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,16.759837747917878,16.759837747917878,19.347317969603566,19.347317969603566,6,"(255, 6, 5)",False,False
74.12728410040788,48.13359008223556,16.42987659545204,204.336222397827,53.65839977337522,0.0,7.82798824054058,0.0,0.0,0.0,"ID_6_(255, 6, 5)_14",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,16.42987659545204,16.42987659545204,24.199366190934096,24.199366190934096,6,"(255, 6, 5)",False,False
66.19903819233895,63.13999570473234,11.357128611369422,129.63718289439294,53.63574702418384,0.0,4.632966515769783,0.0,0.0,0.0,"ID_6_(255, 6, 5)_15",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,11.357128611369422,11.357128611369422,20.858291528244596,20.858291528244596,6,"(255, 6, 5)",False,False
72.08636666085971,74.04975003648207,10.63502027417274,330.56570310591576,36.61388633589553,0.0,17.17108035770686,0.0,0.0,0.0,"ID_6_(255, 6, 5)_16",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,10.63502027417274,10.63502027417274,32.65268854313844,32.65268854313844,6,"(255, 6, 5)",False,False
68.61410514970808,53.14662852458805,16.23184843357145,77.12307564901903,42.029021661878,0.0,3.0534387786252193,0.0,0.0,0.0,"ID_6_(255, 6, 5)_17",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,16.23184843357145,16.23184843357145,18.878193282095086,18.878193282095086,6,"(255, 6, 5)",False,False
28.264075579389402,25.94828138059624,15.673043456701752,321.7115233233923,30.441859627254154,0.0,10.161415494119087,0.0,0.0,0.0,"ID_6_(255, 6, 5)_18",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,15.673043456701752,15.673043456701754,32.4181365745391,32.4181365745391,6,"(255, 6, 5)",False,False
49.771090438377854,41.56276123738846,17.853925824544547,251.22649260715013,50.918027098734434,0.0,15.939228228555574,0.0,0.0,0.0,"ID_6_(255, 6, 5)_19",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,17.853925824544547,17.853925824544547,8.440343448267779,8.440343448267779,6,"(255, 6, 5)",False,False
63.87005012688556,69.58980141451173,18.412664086813592,152.11464945948552,27.636249609275723,0.0,14.133270007255554,0.0,0.0,0.0,"ID_6_(255, 6, 5)_20",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,18.412664086813592,18.412664086813592,24.002887534259784,24.002887534259784,6,"(255, 6, 5)",False,False
63.15580630899325,41.243707801466456,11.162472749854125,359.54814819923627,50.32460200161281,0.0,0.17740040524843348,0.0,0.0,0.0,"ID_6_(255, 6, 5)_21",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,11.162472749854125,11.162472749854125,15.803413957301947,15.803413957301949,6,"(255, 6, 5)",False,False
64.16177915646773,51.82750380815426,18.227700075804705,208.55779076106825,39.237926770079895,0.0,0.4688964117307659,0.0,0.0,0.0,"ID_6_(255, 6, 5)_22",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,18.227700075804705,18.227700075804705,14.27920722748228,14.27920722748228,6,"(255, 6, 5)",False,False
31.4281593610393,54.697139641304894,14.001739859051238,48.47367586568363,26.486115321745455,0.0,13.290195273320403,0.0,0.0,0.0,"ID_6_(255, 6, 5)_23",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,14.001739859051238,14.001739859051238,19.156627718073715,19.156627718073715,6,"(255, 6, 5)",False,False
40.30612080035625,69.12911499309647,16.710312362088647,30.283049306031327,39.448818927233134,0.0,0.1528758901849292,0.0,0.0,0.0,"ID_6_(255, 6, 5)_24",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,16.710312362088647,16.710312362088647,21.4451471050304,21.4451471050304,6,"(255, 6, 5)",False,False
65.85529827658979,46.77617642986422,17.85137325053637,64.74999577925118,12.041432651630204,0.0,12.539949771872045,0.0,0.0,0.0,"ID_6_(255, 6, 5)_25",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,17.85137325053637,17.85137325053637,16.179725642018603,16.179725642018603,6,"(255, 6, 5)",False,False
67.76956008693996,52.10090845135825,20.506426574464577,268.3549329328187,26.312642002377274,0.0,6.414731621085559,0.0,0.0,0.0,"ID_6_(255, 6, 5)_26",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,20.506426574464577,20.506426574464577,17.893325068425888,17.893325068425888,6,"(255, 6, 5)",False,False
26.95907633602326,70.71053681864154,10.856360466853266,12.121687348995032,41.547981592898324,0.0,1.2058958469941539,0.0,0.0,0.0,"ID_6_(255, 6, 5)_27",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,10.856360466853266,10.856360466853266,30.98080855312705,30.980808553127055,6,"(255, 6, 5)",False,False
31.784950235766516,52.67616282619826,16.58635878857301,4.545399107881822,16.197305682646892,0.0,17.803050412558576,0.0,0.0,0.0,"ID_6_(255, 6, 5)_28",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,16.58635878857301,16.58635878857301,18.410591663111422,18.410591663111422,6,"(255, 6, 5)",False,False
43.00451075741336,57.1426416033997,10.863060998069024,249.96535771810426,54.81354695533615,0.0,13.232084921278942,0.0,0.0,0.0,"ID_6_(255, 6, 5)_29",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,10.863060998069024,10.863060998069024,9.997709678609482,9.997709678609482,6,"(255, 6, 5)",False,False
59.91689156528551,55.68335618344821,8.607118127756653,258.1338891951551,31.046298097856774,0.0,19.473047985285227,0.0,0.0,0.0,"ID_6_(255, 6, 5)_30",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,8.607118127756653,8.607118127756653,11.430016440301822,11.430016440301822,6,"(255, 6, 5)",False,False
70.55847157407011,40.582480984494616,19.54461815076342,344.3972818663405,41.96040155768591,0.0,15.129984146359101,0.0,0.0,0.0,"ID_6_(255, 6, 5)_31",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,19.54461815076342,19.54461815076342,22.612837457277543,22.612837457277543,6,"(255, 6, 5)",False,False
74.67103439942667,41.998575413378525,17.341071807600468,286.5429512720048,10.689266300959801,0.0,3.318913775020551,0.0,0.0,0.0,"ID_6_(255, 6, 5)_32",6,"(255, 6, 5)","(0, 0, 0)",64,64,True,17.341071807600468,17.341071807600468,25.93612796377063,25.93612796377063,6,"(255, 6, 5)",False,False
