centre_x,centre_y,radius,rotation_(degrees),deformation,blur,white_noise,holes,additive_noise_regression,multiplicative_noise_regression,ID_image,shape,color,background_color,pixel_resolution_x,pixel_resolution_y,mark_first_vertex,regression_radius,regression_radius_noise,regression_centering,regression_centering_noise,shape_noisy,color_noisy,correct_class,noisy_class
30.576416786179152,30.97968248786752,11.538443376587,189.18733799433724,31.27687483322126,0.0,11.611499844484921,0.0,0.0,0.0,"ID_5_(255, 6, 5)_16",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,11.538443376587,11.538443376587002,27.185438439108474,27.185438439108474,5,"(255, 6, 5)",False,False
33.90837496314235,73.81069523193281,22.4208384796662,190.24176264054034,29.86607035238669,0.0,2.7740603186509016,0.0,0.0,0.0,"ID_5_(255, 6, 5)_17",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,22.4208384796662,22.420838479666198,28.738295073904645,28.738295073904645,5,"(255, 6, 5)",False,False
38.65067383786103,36.891552836053854,16.604052800128397,328.62245672394806,11.516727746220148,0.0,18.844310114817723,0.0,0.0,0.0,"ID_5_(255, 6, 5)_18",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,16.604052800128397,16.604052800128397,17.338932821387246,17.338932821387246,5,"(255, 6, 5)",False,False
38.506949077588125,50.69196357399619,13.158181365874796,174.0120340853066,22.49075145586834,0.0,11.636497577591678,0.0,0.0,0.0,"ID_5_(255, 6, 5)_19",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,13.158181365874796,13.158181365874796,11.513862648689624,11.513862648689624,5,"(255, 6, 5)",False,False
67.05757148674792,49.54984013629176,15.84617103453849,308.8121598603241,36.629610212178534,0.0,4.718306755234289,0.0,0.0,0.0,"ID_5_(255, 6, 5)_20",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,15.84617103453849,15.846171034538491,17.063510451498818,17.063510451498818,5,"(255, 6, 5)",False,False
55.75371977930064,57.936307598246195,15.827697772580755,136.57086903842873,50.806219915989516,0.0,16.42558107115754,0.0,0.0,0.0,"ID_5_(255, 6, 5)_21",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,15.827697772580755,15.827697772580755,9.802564439609448,9.802564439609448,5,"(255, 6, 5)",False,False
64.74647790559048,38.52721852752617,12.52530215150573,353.6944219769132,15.140959220494013,0.0,1.0363217815951442,0.0,0.0,0.0,"ID_5_(255, 6, 5)_22",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,12.52530215150573,12.52530215150573,18.6837717106372,18.6837717106372,5,"(255, 6, 5)",False,False
55.64938761352387,65.47405017594816,12.854529439429689,9.333637163921615,11.570398348865664,0.0,16.44448768528634,0.0,0.0,0.0,"ID_5_(255, 6, 5)_23",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,12.854529439429689,12.854529439429689,16.473063141249668,16.473063141249668,5,"(255, 6, 5)",False,False
63.413593072511475,49.85467104825053,12.956927692245522,247.60553158140493,52.922581019445005,0.0,18.533199335985806,0.0,0.0,0.0,"ID_5_(255, 6, 5)_24",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,12.956927692245522,12.956927692245522,13.414380329301254,13.414380329301254,5,"(255, 6, 5)",False,False
50.486395979940745,27.231987835118655,18.829313706367287,309.8388794399711,44.73784053410584,0.0,15.811267132488096,0.0,0.0,0.0,"ID_5_(255, 6, 5)_25",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,18.829313706367287,18.829313706367287,22.77320704225664,22.77320704225664,5,"(255, 6, 5)",False,False
70.87491115439173,41.749194034227685,12.462285062430695,6.665115151428971,19.76455931488005,0.0,17.450991830031434,0.0,0.0,0.0,"ID_5_(255, 6, 5)_26",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,12.462285062430695,12.462285062430695,22.446329650715104,22.4463296507151,5,"(255, 6, 5)",False,False
60.49613494421179,64.95440236977014,12.946806962869012,12.646900653392139,13.834220610823547,0.0,14.602639410173186,0.0,0.0,0.0,"ID_5_(255, 6, 5)_27",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,12.946806962869012,12.946806962869012,18.270276380068545,18.270276380068545,5,"(255, 6, 5)",False,False
26.860929631537612,25.267713119659916,13.583694710874854,259.4910552427673,15.063599120289297,0.0,11.637813459808047,0.0,0.0,0.0,"ID_5_(255, 6, 5)_28",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,13.583694710874854,13.583694710874854,33.86890302103238,33.86890302103238,5,"(255, 6, 5)",False,False
70.9247189345947,30.557503006523735,13.37377106548124,135.47861656495047,21.539470241939696,0.0,7.1587059922135765,0.0,0.0,0.0,"ID_5_(255, 6, 5)_29",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,13.37377106548124,13.37377106548124,28.563167748572976,28.56316774857298,5,"(255, 6, 5)",False,False
72.84825500550932,51.1754719827903,16.39576159595962,179.57203320391656,17.57561184871659,0.0,13.583903408874441,0.0,0.0,0.0,"ID_5_(255, 6, 5)_30",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,16.39576159595962,16.39576159595962,22.87847222126308,22.87847222126308,5,"(255, 6, 5)",False,False
39.11698091828332,69.43130080041476,17.7567404178172,284.69730218764334,33.145237667629004,0.0,10.392264866086723,0.0,0.0,0.0,"ID_5_(255, 6, 5)_31",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,17.7567404178172,17.7567404178172,22.271406671542074,22.27140667154207,5,"(255, 6, 5)",False,False
43.15457644382343,49.973115863600995,15.873927131513925,53.44612752225789,27.642718287624305,0.0,9.490911021610394,0.0,0.0,0.0,"ID_5_(255, 6, 5)_32",5,"(255, 6, 5)","(0, 0, 0)",64,64,True,15.873927131513925,15.873927131513927,6.845476347212588,6.845476347212587,5,"(255, 6, 5)",False,False
